reference_name,source_count,source_labels,credit_salary,primary_archetype,secondary_archetype,motif_reason,sprint,climb,stamina,technique,teamwork,ego,fighting,race_fit,game_conversion_note
Dino Zandegù,2,Grand Tour points / Tirreno-Adriatico,7300,sprint,stage_hunter,Referenced from 2 major race/classification source(s),94,43,84,87,72,89,84,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Djamolidine Abdoujaparov,2,Grand Tour points / Grand Tour stage wins,7300,sprint,stage_hunter,Referenced from 2 major race/classification source(s),94,43,84,87,72,89,84,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Domingo Perurena,2,Grand Tour points / Grand Tour mountains,6700,climber,sprint,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Eddy Planckaert,2,Grand Tour points / Paris-Roubaix,6500,classic_cobble,sprint,Referenced from 2 major race/classification source(s),81,61,98,99,74,83,98,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Edward Van Dijck,2,Grand Tour GC / Vuelta a Espana GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Éloi Meulenberg,2,World road race / Liege-Bastogne-Liege,6600,classic,puncheur,Referenced from 2 major race/classification source(s),77,71,98,93,72,83,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Éric Caritoux,2,Grand Tour GC / Grand Tour stage wins,8100,gc,stage_hunter,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Eric Vanderaerden,2,Grand Tour points / Paris-Roubaix,6500,classic_cobble,sprint,Referenced from 2 major race/classification source(s),81,61,98,99,74,83,98,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Eugeni Berzin,2,Grand Tour stage wins / Liege-Bastogne-Liege,6400,puncheur,stage_hunter,Referenced from 2 major race/classification source(s),81,81,88,87,66,87,92,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Evgeni Berzin,2,Grand Tour GC / Giro d'Italia GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Faustino Rupérez,2,Grand Tour GC / Vuelta a Espana GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Ferdinand Bracke,2,Grand Tour GC / Vuelta a Espana GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Filippo Pozzato,2,Milan-San Remo / Tirreno-Adriatico,6900,sprinter,stage_hunter,Referenced from 2 major race/classification source(s),59,59,74,69,64,69,74,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Firmin Lambot,2,Grand Tour GC / Tour de France GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Frans De Mulder,2,Grand Tour GC / Vuelta a Espana GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Gaston Rebry,2,Paris-Roubaix / Paris-Nice,6500,classic_cobble,stage_hunter,Referenced from 2 major race/classification source(s),81,61,98,99,74,83,98,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Georges Pintens,2,Liege-Bastogne-Liege / Tour de Suisse,6400,puncheur,stage_hunter,Referenced from 2 major race/classification source(s),81,81,88,87,66,87,92,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Germain Derycke,2,Paris-Roubaix / Liege-Bastogne-Liege,6500,classic_cobble,puncheur,Referenced from 2 major race/classification source(s),81,61,98,99,74,83,98,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Gerrie Knetemann,2,World road race / Paris-Nice,6600,classic,stage_hunter,Referenced from 2 major race/classification source(s),77,71,98,93,72,83,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Gilbert Duclos-Lassalle,2,Paris-Roubaix / Paris-Nice,6500,classic_cobble,stage_hunter,Referenced from 2 major race/classification source(s),81,61,98,99,74,83,98,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Giovanni Micheletto,2,Grand Tour GC / Giro di Lombardia,8100,gc,climber,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Gis Gelati,2,Giro d'Italia GC / Milan-San Remo,8100,gc,sprinter,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Giuseppe Olmo,2,Grand Tour stage wins / Milan-San Remo,6900,sprinter,stage_hunter,Referenced from 2 major race/classification source(s),59,59,74,69,64,69,74,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Guido Bontempi,2,Grand Tour points / Grand Tour stage wins,7300,sprint,stage_hunter,Referenced from 2 major race/classification source(s),94,43,84,87,72,89,84,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Gustaaf Deloor,2,Grand Tour GC / Vuelta a Espana GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Henri Desgrange,2,Grand Tour stage wins / Tour de France GC,8100,gc,stage_hunter,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Isaac del Toro,2,Tirreno-Adriatico / Criterium du Dauphine,8100,gc,stage_hunter,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean Dotto,2,Grand Tour GC / Criterium du Dauphine,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean Forestier,2,Grand Tour points / Paris-Roubaix,6500,classic_cobble,sprint,Referenced from 2 major race/classification source(s),81,61,98,99,74,83,98,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean Robic,2,Grand Tour GC / Tour de France GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean Stablinski,2,Grand Tour GC / World road race,8100,gc,classic,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean-Pierre Monseré,2,World road race / Giro di Lombardia,6700,climber,classic,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Johan Museeuw,2,World road race / Paris-Roubaix,6500,classic_cobble,classic,Referenced from 2 major race/classification source(s),81,61,98,99,74,83,98,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
José María Jiménez,2,Grand Tour points / Grand Tour mountains,6700,climber,sprint,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
José Pesarrodona,2,Grand Tour GC / Vuelta a Espana GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Julio Jiménez,2,Grand Tour mountains / Grand Tour stage wins,6700,climber,stage_hunter,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Lance Armstrong,2,World road race / Criterium du Dauphine,8100,gc,classic,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Luc Leblanc,2,Grand Tour mountains / World road race,6700,climber,classic,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Lucien Aimar,2,Grand Tour GC / Tour de France GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Lucien Buysse,2,Grand Tour GC / Tour de France GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Luis León Sánchez,2,Grand Tour mountains / Paris-Nice,6700,climber,stage_hunter,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Mads Pedersen,2,Grand Tour points / World road race,7300,sprint,classic,Referenced from 2 major race/classification source(s),94,43,84,87,72,89,84,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Marcel Kint,2,World road race / Paris-Roubaix,6500,classic_cobble,classic,Referenced from 2 major race/classification source(s),81,61,98,99,74,83,98,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Marco Giovannetti,2,Grand Tour GC / Grand Tour stage wins,8100,gc,stage_hunter,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Marion Rousse,2,Grand Tour stage wins / Tour de France GC,8100,gc,stage_hunter,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Maurice De Waele,2,Grand Tour GC / Tour de France GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Melcior Mauri,2,Grand Tour GC / Vuelta a Espana GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Michel Laurent,2,Paris-Nice / Criterium du Dauphine,8100,gc,stage_hunter,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Michele Mara,2,Milan-San Remo / Giro di Lombardia,6700,climber,sprinter,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Miguel Ángel López,2,Grand Tour stage wins / Tour de Suisse,5200,stage_hunter,none,Referenced from 2 major race/classification source(s),71,73,98,87,62,89,98,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Miguel Indurain,2,Grand Tour stage wins / Giro d'Italia GC,8100,gc,stage_hunter,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Miguel Poblet,2,Grand Tour stage wins / Milan-San Remo,6900,sprinter,stage_hunter,Referenced from 2 major race/classification source(s),59,59,74,69,64,69,74,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Octave Lapize,2,Grand Tour GC / Paris-Roubaix,6500,classic_cobble,gc,Referenced from 2 major race/classification source(s),81,61,98,99,74,83,98,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Óscar Pereiro,2,Grand Tour GC / Tour de France GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Ottavio Bottecchia,2,Grand Tour GC / Tour de France GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Pasquale Fornara,2,Grand Tour mountains / Tour de Suisse,5200,stage_hunter,climber,Referenced from 2 major race/classification source(s),71,73,98,87,62,89,98,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Patrick Sercu,2,Grand Tour points / Grand Tour stage wins,7300,sprint,stage_hunter,Referenced from 2 major race/classification source(s),94,43,84,87,72,89,84,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Phil Anderson,2,Criterium du Dauphine / Tour de Suisse,8100,gc,stage_hunter,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Rainbow jersey,2,World road race / World time trial,6600,classic,itt,Referenced from 2 major race/classification source(s),77,71,98,93,72,83,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Raphaël Géminiani,2,Grand Tour mountains / Grand Tour stage wins,6700,climber,stage_hunter,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Raymond Impanis,2,Paris-Roubaix / Paris-Nice,6500,classic_cobble,stage_hunter,Referenced from 2 major race/classification source(s),81,61,98,99,74,83,98,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
René Pottier,2,Grand Tour GC / Grand Tour stage wins,8100,gc,stage_hunter,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
René Vietto,2,Grand Tour mountains / Paris-Nice,6700,climber,stage_hunter,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Richard Virenque,2,Grand Tour mountains / Grand Tour stage wins,6700,climber,stage_hunter,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Robbie McEwen,2,Grand Tour points / Grand Tour stage wins,7300,sprint,stage_hunter,Referenced from 2 major race/classification source(s),94,43,84,87,72,89,84,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Robert Millar,2,Grand Tour mountains / Criterium du Dauphine,8100,gc,climber,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Roger Lapébie,2,Grand Tour GC / Paris-Nice,8100,gc,stage_hunter,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Roger Pingeon,2,Grand Tour GC / Tour de France GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Roger Walkowiak,2,Grand Tour GC / Tour de France GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Rolf Sørensen,2,Liege-Bastogne-Liege / Tirreno-Adriatico,5200,stage_hunter,puncheur,Referenced from 2 major race/classification source(s),71,73,98,87,62,89,98,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Romain Maes,2,Grand Tour GC / Tour de France GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Rui Costa,2,World road race / Tour de Suisse,5200,stage_hunter,classic,Referenced from 2 major race/classification source(s),71,73,98,87,62,89,98,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Santiago Botero,2,Grand Tour mountains / World time trial,6700,climber,itt,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Simon Gerrans,2,Milan-San Remo / Liege-Bastogne-Liege,6400,puncheur,sprinter,Referenced from 2 major race/classification source(s),81,81,88,87,66,87,92,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Spanish Civil War,2,Grand Tour stage wins / Vuelta a Espana GC,8100,gc,stage_hunter,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Steven Rooks,2,Grand Tour mountains / Liege-Bastogne-Liege,6700,climber,puncheur,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Thibaut Pinot,2,Grand Tour mountains / Giro di Lombardia,6700,climber,none,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Thomas De Gendt,2,Grand Tour mountains / Grand Tour stage wins,6700,climber,stage_hunter,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Thor Hushovd,2,Grand Tour points / World road race,7300,sprint,classic,Referenced from 2 major race/classification source(s),94,43,84,87,72,89,84,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Tony Martin,2,World time trial / Paris-Nice,6100,itt,stage_hunter,Referenced from 2 major race/classification source(s),69,59,98,99,74,79,84,itt/ttt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Tyler Hamilton,2,Liege-Bastogne-Liege / Criterium du Dauphine,8100,gc,puncheur,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Urs Freuler,2,Grand Tour points / Grand Tour stage wins,7300,sprint,stage_hunter,Referenced from 2 major race/classification source(s),94,43,84,87,72,89,84,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Urs Zimmermann,2,Criterium du Dauphine / Tour de Suisse,8100,gc,stage_hunter,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Vito Taccone,2,Grand Tour mountains / Giro di Lombardia,6700,climber,none,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
World War I,2,Tour de France GC / Giro d'Italia GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Wout Van Aert,2,Paris-Roubaix / Milan-San Remo,6500,classic_cobble,sprinter,Referenced from 2 major race/classification source(s),81,61,98,99,74,83,98,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Young rider award,2,Grand Tour stage wins / Vuelta a Espana GC,8100,gc,stage_hunter,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Adam Hansen,1,Grand Tour stage wins,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Adam Yates,1,Tour de Suisse,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Adri van der Poel,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Adriano Baffi,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
African Road Championships,1,Grand Tour stage wins,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Aitor Osa,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Alain Santy,1,Criterium du Dauphine,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Albert Beckaert,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Albert Champion,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Albert Dejonghe,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Albert Ritserveldt,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Alberto Leanizbarrutia,1,Grand Tour stage wins,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Albertus Geldermans,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Aldo Bini,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Alessandro Ballan,1,World road race,6400,classic,none,Referenced from 1 major race/classification source(s),75,69,96,91,70,81,94,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Alex Close,1,Criterium du Dauphine,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Alexander Kristoff,1,Milan-San Remo,6700,sprinter,none,Referenced from 1 major race/classification source(s),57,57,72,67,62,67,72,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Alfons Deloor,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Alfons Schepers,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Alfonso Gutiérrez,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Alfred Rüegg,1,Tour de Suisse,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Alfredo Bovet,1,Milan-San Remo,6700,sprinter,none,Referenced from 1 major race/classification source(s),57,57,72,67,62,67,72,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Alois De Hertog,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Ambrogio Portalupi,1,Tour de Suisse,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
André Mahé,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
André Trousselier,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Andrés Oliva,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Andrew Talansky,1,Criterium du Dauphine,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Ángel Arroyo,1,Vuelta a Espana GC,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Angelo Gremo,1,Milan-San Remo,6700,sprinter,none,Referenced from 1 major race/classification source(s),57,57,72,67,62,67,72,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Angelo Varetto,1,Milan-San Remo,6700,sprinter,none,Referenced from 1 major race/classification source(s),57,57,72,67,62,67,72,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Anthony Charteau,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Antonio Bevilacqua,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Antonio Karmany,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Antonio Negrini,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Antoon Houbrechts,1,Tirreno-Adriatico,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Arie den Hartog,1,Milan-San Remo,6700,sprinter,none,Referenced from 1 major race/classification source(s),57,57,72,67,62,67,72,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Armand de Las Cuevas,1,Criterium du Dauphine,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Arrigo Padovan,1,Grand Tour stage wins,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Arthur Decabooter,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
